id,accreditations,alternate_name,date_incorporated,description,email,funding_sources,legal_status,licenses,name,tax_id,tax_status,website
593,,"Montesano UMC",,"The Montesano Ministerial Association is a voluntary association of 7 ""Christian"" churches in the city of Montesano.  These churches are the , Assembly of God of Montesano, Calvary Chapel of Montesano, St Mark's Episcopal Church, St John's Catholic Church & (St Joseph's of Elma), Montesano Presbyterian Church, Montesano Church of God, and Montesano United Methodist Church.

The ministerial association is the entity through which the local churches provide emergency assistance to Montesano residents and sometimes extending to Central and Eastern Grays Harbor County.  Assistance available may include help with Bus fare, food vouchers, Other Store Vouchers, rental assistance, utility assistance, crisis support, Spiritual counseling, and other benevolence support.  Gas vouchers are distributed through the police department, Valid Driver's License, Registration & insurance information and background check required.  All assistance is dependant on funds and resources available.",,,,,"Montesano Ministerial Association",,,http://www.montechurches.com
594,,,,"Reflections Counseling Services Group is a non-profit agency approved by the State of WA to provide treatment for a variety of populations Assessment, Alcohol Drug Information School, Intensive Outpatient, Outpatient, Brief Screening and Referral.",,,,,"Reflections Counseling Services Group",27-4620629,,
595,,"Ocosta Food Bank",,"South Beach Food bank serves residents of the South Beach from Westport to Tokeland Washington  including Ocosta and Bay City.",,,,,"South Beach Food Bank",,,http://stchristopherwestport.org/south-beach-food-bank/
596,,SMBC,,"Provides community meals, food, clothing, give-a-ways, financial assistance (limited amount to non-members), holiday food baskets (upon request), and spiritual teachings and guidance.",,,,,"Sinclair Missionary Baptist Church",,,
597,,"Guardian Calls",,"Provides reminder and guardian call services to senior adults and those with high-risk medical conditions.",,,,,"Guardian Calls Foundation",602864684,,
598,,,,"AAPR free tax preparation program for Kitsap County.",,,,,"Free Tax Preparation - Kitsap",,,http://www.aarp.org/money/taxes/aarp_taxaide/
599,,"Port Townsend Clothing Bank",,"Working Image provides appropriate clothing to individuals in need in order to promote confidence, gain employment and encourage self-sufficiency.",,,,,"Working Image",800700039,,http://www.workingimage.org
600,,,,"Three-way partnership of the US Department of Agriculture, Washington State University, and Grays Harbor County delivers unbiased, research-based information and educational programs.",,,,,"WSU Grays Harbor County Extension Office",,,http://graysharbor.wsu.edu
601,,WSFC,,"The Christian Medical Response Team's purpose is to provided medical coverage at large events, to serve as a disaster response team for the State of Washington and respond to medical needs. Provides an outreach mobile clinic to the local community as the West Sound Free Clinic.",,,,,"West Sound Free Clinic",47-2393665,,http://www.cmrt.org
602,,"Al-Anon - Kitsap",,"This is a support group for people who need support and resources to help them deal with having an alcoholic in their lives. Meetings are available online as well. Information about adult and teen meetings are available through this number.",,,,,"Al-Anon District 27",,,http://www.wa-al-anon.org/Dist-27.html
603,,"Georgia House",,"Operates the Georgia Mattson Memorial Shelter.",,,,,"Weaver Foundation",272074115,,http://www.gmweaverfoundation.org
604,,VIPS,,"The goal of the Vision Loss Center is to provide referrals to services and products to enhance the quality of life for individuals with vision loss.  Provides a full spectrum of products and services to address the needs of individuals with vision loss; including advocacy and other social and support services to accommodate the needs of individuals with vision loss and their families.",,,,,"Visually Impaired Persons of Sequim",,,
605,,,,"Offers Pre-3 classes for toddlers ages 9 months-3 years old and preschool classes for children ages 3-5 years old.  Crescent Cooperative Pre-3 and Preschool programs are affiliated with the Peninsula College Family Life Education Program and parents of enrolled students receive college credit.",,,,,"Crescent Cooperative Preschool",91-1654192,,http://pencol.edu/fle/crescent-cooperative-preschool
606,,JPUD,,"Provides electric and water services to East Jefferson County.",,,,,"Jefferson County PUD",,,http://jeffpud.org
607,,FUMC,,"The Port Angeles based First United Methodist Church provides community outreach ministries to help those in need.",,,,,"First United Methodist Church",,,http://pafumc.org/index2.html
608,,PASS,,"Prevention, Advocacy and Specialized Services is a state accredited Community Sexual Assault Program (CSAP). Our agency provides a variety of free, confidential and professional support services for victims-survivors of sexual assault and their non-offending caregivers.",,,,,"PASS - Prevention Advocacy and Specialized Services",943048718,,
609,,"Sindie Sheeler",,"Provides denture services including repairs and free consultations.",,,,,"Sheeler Denture Clinic",,,
610,,"SeaMar Dental Clinic",,"Sea Mar is a community based non-profit organization dedicated to providing basic dental services to residents of Clallam County.",,,,,"Sea Mar Community Health Center - Clallam",,,http://www.seamar.org/
611,,"E Zbaraschuk",,"Provides general dental services, implant placement and restoration, endodontics, comprehensive oral systemic health services, urgent care, geriatric and pediatric dentistry services.",,,,,"Zbaraschuk Dental Care",,,http://www.zbaraschukdental.com/
612,,BCFP,,"The Community Food Pantry of Belfair offers emergency food to North Mason residents in need.",,,,,"Community Food Pantry of Belfair",45-5576783,,
613,,"Agape' Dental",,"Dental Clinic",,,,,"Agape Dental Care",,,http://www.agapedentalcare.com
614,,"Dr. David Blackett, DDS",,"Dental Clinic.",,,,,"Elma Dental Center",,,http://www.elmadental.com/
615,,"John L Gibbons, DMD",,"Pediatric Dental Care.",,,,,"Pediatric Dental Care Center",,,http://www.drjlgibbons.com
616,,"Dr Steven Schwager, DDS",,"Dental Clinic",,,,,"Schwager Dental",,,http://schwagerdental.com
617,,,,"Dental Clinic.",,,,,"Woodridge Family Dentistry",,,http://www.woodridgedental.net
618,,,,"Orthodontics Specialist",,,,,"Mark R Heinemann, DDS, PC",,,http://www.drhsmiles.com
619,,,,"Dental Clinic.",,,,,"Frank S Rupert, DDS",,,
620,,"PAWS Aberdeen",,"Paws of Grays Harbor is a rescue and support system for homeless, abused, lost, stray and surrendered animals in Grays Harbor County, Washington. We do the very best we can for each animal that comes into our care, on a case by case basis. Our programs include resources for: Low Income Spay and Neuter Assistance, Rabies Clinic, Community Education, Adoptions, Volunteer/Community Service.",,,,,"PAWS of Grays Harbor",237174196,,
